tender_no,source_files,folder_path
GEM/2025/B/6267886,"[""84072322_TD_215_O0g7.pdf_1748328300_1137023140.pdf""]",tender-documents
GEM/2025/B/6270881,"[""84079854_TD_805_OlVt.pdf_1748327131_2138552490.pdf""]",tender-documents
GEM/2025/B/6273509,"[""GeM-Bidding-7887501.pdf_1748324957_1520729156.pdf""]",tender-documents
GEM/2025/B/6273709,"[""GeM-Bidding-7887735_(1).pdf_1750063555_734053056.pdf""]",tender-documents
GEM/2025/B/6273949,"[""GeM-Bidding-7888014.pdf_1748931942_1446559015.pdf""]",tender-documents
GEM/2025/B/6274903,"[""GeM-Bidding-7889112.pdf_1749627614_881270066.pdf""]",tender-documents
GEM/2025/B/6276052,"[""GeM-Bidding-7890384.pdf_1749125758_368353756.pdf""]",tender-documents
GEM/2025/B/6276818,"[""GeM-Bidding-7891270.pdf_1749896539_1669362450.pdf""]",tender-documents
GEM/2025/B/6277890,"[""GeM-Bidding-7892482.pdf_1749624648_332003457.pdf""]",tender-documents
GEM/2025/B/6277958,"[""GeM-Bidding-7892558_(1).pdf_1750313021_1727251346.pdf""]",tender-documents
GEM/2025/B/6278091,"[""GeM-Bidding-7892704.pdf_1748409626_1521086594.pdf""]",tender-documents
GEM/2025/B/6279388,"[""GeM-Bidding-7894139.pdf_1749898384_1368748380.pdf""]",tender-documents
GEM/2025/B/6282850,"[""doc6469297610038518640.pdf_1750655770_442972189.pdf""]",tender-documents
GEM/2025/B/6285467,"[""GeM-Bidding-7900781.pdf_1749539961_116837426.pdf""]",tender-documents
GEM/2025/B/6286924,"[""GeM-Bidding-7902402.pdf_1749630060_1908807631.pdf""]",tender-documents
GEM/2025/B/6288637,"[""list-of-categories-where-trials-are-allowed_1712126171_(1).pdf_1752659056_1125691643.pdf"", ""document-for-cms_2022-07-05-17-50-30_c3b90df06e58a7_2023-05-03-10-57-38_8eafdf9947a48d88b5d6b852b0c515cb.pdf_1752659056_1360656438.pdf"", ""GeM-Bidding-7904287_(2).pdf_1752659056_762880071.pdf""]",tender-documents
GEM/2025/B/6290318,"[""GeM-Bidding-7906169.pdf_1752824574_1524284682.pdf""]",tender-documents
GEM/2025/B/6292607,"[""GeM-Bidding-7908709.pdf_1749535911_1464847252.pdf""]",tender-documents
GEM/2025/B/6292918,,tender-documents
GEM/2025/B/6293058,"[""GeM-Bidding-7909203.pdf_1750757690_1482373124.pdf""]",tender-documents
GEM/2025/B/6296899,"[""GeM-Bidding-7913536.pdf_1752055149_450242045.pdf""]",tender-documents
GEM/2025/B/6297282,"[""GeM-Bidding-7913956.pdf_1749645105_1892408459.pdf""]",tender-documents
GEM/2025/B/6298571,"[""GeM-Bidding-7915471.pdf_1749625431_1780941969.pdf""]",tender-documents
GEM/2025/B/6305103,"[""GeM-Bidding-7922861.pdf_1749539180_787740747.pdf""]",tender-documents
GEM/2025/B/6305782,"[""spmcil.pdf_1753081274_556694699.pdf"", ""GeM-Bidding-7923595_(2).pdf_1753081274_1662450572.pdf""]",tender-documents
GEM/2025/B/6308116,"[""GeM-Bidding-7926190.pdf_1749900847_607016194.pdf""]",tender-documents
GEM/2025/B/6308193,"[""GeM-Bidding-7926275.pdf_1749623020_2144640420.pdf""]",tender-documents
GEM/2025/B/6309716,"[""doc8798776341796495369.pdf_1750829661_1409824390.pdf""]",tender-documents
GEM/2025/B/6310014,"[""GeM-Bidding-7928288_(1).pdf_1750765830_1357073896.pdf""]",tender-documents
GEM/2025/B/6312509,"[""doc7117516577120623683.pdf_1751004647_1356414978.pdf""]",tender-documents
GEM/2025/B/6312735,"[""GeM-Bidding-7931260.pdf_1750657772_183692948.pdf""]",tender-documents
GEM/2025/B/6312938,"[""GeM-Bidding-7931485.pdf_1749900492_1333696603.pdf""]",tender-documents
GEM/2025/B/6315040,"[""GeM-Bidding-7933816_(1).pdf_1752645910_635286398.pdf""]",tender-documents
GEM/2025/B/6316724,"[""GeM-Bidding-7935682.pdf_1749620832_102898954.pdf""]",tender-documents
GEM/2025/B/6319412,"[""GeM-Bidding-7938526.pdf_1749635641_2052187145.pdf""]",tender-documents
GEM/2025/B/6319501,"[""GeM-Bidding-7938629_(1).pdf_1755685324_2057718564.pdf""]",tender-documents
GEM/2025/B/6321070,"[""GeM-Bidding-7940384.pdf_1749629453_260659527.pdf""]",tender-documents
GEM/2025/B/6321475,"[""GeM-Bidding-7940822.pdf_1749732925_2036472576.pdf""]",tender-documents
GEM/2025/B/6323524,"[""GeM-Bidding-7943269.pdf_1750764141_185445527.pdf""]",tender-documents
GEM/2025/B/6325194,"[""GeM-Bidding-7945194.pdf_1749630705_606811650.pdf""]",tender-documents
GEM/2025/B/6326962,"[""GeM-Bidding-7947226.pdf_1750313168_1717694677.pdf""]",tender-documents
GEM/2025/B/6327551,"[""GeM-Bidding-7947875_(1).pdf_1755762178_853530411.pdf""]",tender-documents
GEM/2025/B/6328287,"[""GeM-Bidding-7948679.pdf_1751092745_427662004.pdf""]",tender-documents
GEM/2025/B/6330193,"[""GeM-Bidding-7950766.pdf_1749733131_817269260.pdf""]",tender-documents
GEM/2025/B/6330913,"[""GeM-Bidding-7951584.pdf_1750146841_915460143.pdf""]",tender-documents
GEM/2025/B/6332593,"[""GeM-Bidding-7953433.pdf_1751436020_664471518.pdf""]",tender-documents
GEM/2025/B/6334960,"[""GeM-Bidding-7956076.pdf_1753528832_1793447408.pdf""]",tender-documents
GEM/2025/B/6334964,"[""GeM-Bidding-7956082.pdf_1750825918_2028408739.pdf""]",tender-documents
GEM/2025/B/6334975,"[""FINALGTC_fbb75595-dc41-44f5-8f071750839911371_buyer17.hal.krpu.docx_1753427468_482045465.docx"", ""rfq_specification-24ab-1110_2025-06-10-15-07-14_d5035ecc349eb6d767b14eff9c190572.pdf_1753427468_1092764527.pdf"", ""GeM-Bidding-7956098.pdf_1753427468_316960845.pdf""]",tender-documents
GEM/2025/B/6337247,"[""GeM-Bidding-7958622.pdf_1749877637_266657938.pdf""]",tender-documents
GEM/2025/B/6337250,"[""GeM-Bidding-7958625.pdf_1750417545_903032933.pdf""]",tender-documents
GEM/2025/B/6339366,"[""doc4073973680906235282.pdf_1751521875_88257364.pdf""]",tender-documents
GEM/2025/B/6340638,"[""GeM-Bidding-7962412.pdf_1750482945_1252063430.pdf""]",tender-documents
GEM/2025/B/6341053,"[""GeM-Bidding-7962867.pdf_1750313484_536814796.pdf""]",tender-documents
GEM/2025/B/6341246,"[""GeM-Bidding-7963088.pdf_1750417110_243145140.pdf""]",tender-documents
GEM/2025/B/6343984,"[""GeM-Bidding-7966125_(1).pdf_1750224139_1130918175.pdf""]",tender-documents
GEM/2025/B/6344400,"[""GeM-Bidding-7966591_(2).pdf_1750225941_508708371.pdf""]",tender-documents
GEM/2025/B/6345858,"[""GeM-Bidding-7968246_(1).pdf_1750316228_2059243527.pdf""]",tender-documents
GEM/2025/B/6345910,"[""GeM-Bidding-7968306.pdf_1750138728_1257480368.pdf""]",tender-documents
GEM/2025/B/6346005,"[""GeM-Bidding-7968417.pdf_1750226168_1854596242.pdf""]",tender-documents
GEM/2025/B/6348835,"[""GeM-Bidding-7971772.pdf_1753073842_1121685597.pdf""]",tender-documents
GEM/2025/B/6351886,"[""1750160495.pdf_1758093570_138467729.pdf"", ""3333TN_5eaa59f6-449b-44f1-b4571751455217206_gemb12@ntpl.pdf_1758093570_2054321996.pdf"", ""SOWSTC_85af5201-76fc-43a2-958a1750140279607_gemb12@ntpl.pdf_1758093570_821181820.pdf"", ""GeM-Bidding-7975262_(1).pdf_1758093570_1723018146.pdf""]",tender-documents
GEM/2025/B/6354288,"[""GeM-Bidding-7977929.pdf_1754467701_1968520884.pdf""]",tender-documents
GEM/2025/B/6355498,"[""176333533.pdf_1754285220_1956484876.pdf""]",tender-documents
GEM/2025/B/6356140,"[""GeM-Bidding-7979963.pdf_1755514218_1416544803.pdf""]",tender-documents
GEM/2025/B/6356170,"[""GeM-Bidding-7979998.pdf_1751699269_1748287449.pdf""]",tender-documents
GEM/2025/B/6358952,"[""GeM-Bidding-7983038.pdf_1751436259_440721756.pdf""]",tender-documents
GEM/2025/B/6360328,"[""GeM-Bidding-7984590.pdf_1753164428_1491001246.pdf""]",tender-documents
GEM/2025/B/6360561,"[""doc4567946490919002649_(1).pdf_1750656484_1529592045.pdf""]",tender-documents
GEM/2025/B/6360908,"[""GeM-Bidding-7985237_AAI_Allahbad_01.07.25_(1).pdf_1751099125_196579453.pdf""]",tender-documents
GEM/2025/B/6362417,"[""list-of-categories-where-trials-are-allowed_1712126171.pdf_1752228242_767457399.pdf"", ""spe_2025-06-19-14-46-48_86742b44634182ae2488f22a731c389a.pdf_1752228242_527304820.pdf"", ""GeM-Bidding-7986927.pdf_1752228242_423187290.pdf""]",tender-documents
GEM/2025/B/6362665,"[""GeM-Bidding-7987191.pdf_1755668297_282420460.pdf""]",tender-documents
GEM/2025/B/6363051,"[""GeM-Bidding-7987601_(1).pdf_1750405513_1638184814.pdf""]",tender-documents
GEM/2025/B/6365368,"[""GeM-Bidding-7990230.pdf_1751355596_1775289831.pdf""]",tender-documents
GEM/2025/B/6365604,"[""GeM-Bidding-7990502.pdf_1751089832_2099188622.pdf""]",tender-documents
GEM/2025/B/6365823,"[""GeM-Bidding-7990742.pdf_1751699051_332539414.pdf""]",tender-documents
GEM/2025/B/6373926,"[""GeM-Bidding-8000111.pdf_1752131124_2103855145.pdf""]",tender-documents
GEM/2025/B/6374935,"[""GeM-Bidding-8001293_(1).pdf_1750828968_600886395.pdf""]",tender-documents
GEM/2025/B/6376445,"[""GeM-Bidding-8002997.pdf_1750916417_225831036.pdf""]",tender-documents
GEM/2025/B/6379584,"[""GeM-Bidding-8006526.pdf_1751001669_2010377010.pdf""]",tender-documents
GEM/2025/B/6379900,"[""GeM-Bidding-8006874_(1).pdf_1754631248_782948176.pdf""]",tender-documents
GEM/2025/B/6379945,"[""GeM-Bidding-8006925.pdf_1751092315_906169547.pdf""]",tender-documents
GEM/2025/B/6380412,"[""GeM-Bidding-8007450.pdf_1752130019_65787357.pdf""]",tender-documents
GEM/2025/B/6380906,"[""GeM-Bidding-8008012.pdf_1751449705_227653444.pdf""]",tender-documents
GEM/2025/B/6381469,"[""GeM-Bidding-8008653.pdf_1751433860_799429551.pdf""]",tender-documents
GEM/2025/B/6382133,"[""GeM-Bidding-8009387.pdf_1751356804_619578101.pdf""]",tender-documents
GEM/2025/B/6387834,"[""Appendix_0463df6c-3f8c-45dc-9d3b1752729961633_oil.dul.mat.buy20.c_p.pdf_1753348755_176794859.pdf"", ""1751249613.pdf_1753348755_1959918341.pdf"", ""GeM-Bidding-8015766.pdf_1753348755_1106512640.pdf""]",tender-documents
GEM/2025/B/6388938,"[""ts_2025-06-26-18-39-43_148868644ce1abc59fb85ff88949bb4e.pdf_1753442080_1855934511.pdf"", ""GeM-Bidding-8017014.pdf_1753442080_1102234725.pdf""]",tender-documents
GEM/2025/B/6389710,"[""GeM-Bidding-8017872_(1).pdf_1753178158_2004612350.pdf""]",tender-documents
GEM/2025/B/6391017,"[""GeM-Bidding-8019348.pdf_1751268346_2014445100.pdf""]",tender-documents
GEM/2025/B/6391253,"[""GeM-Bidding-8019608_(1).pdf_1754112523_1890485592.pdf""]",tender-documents
GEM/2025/B/6391841,"[""GeM-Bidding-8020262.pdf_1752222534_569444118.pdf""]",tender-documents
GEM/2025/B/6392262,"[""12564_0c6b490e-a3f6-49fc-8ded1751023226053_armadmin.pdf_1752227469_1661985515.pdf"", ""scope_of_work_for_ductable_ac_2025-06-27-16-39-42_95a33160a6cefa35bcfd19d5400ad222.pdf_1752227469_1212602869.pdf"", ""GeM-Bidding-8020745.pdf_1752227469_225440758.pdf""]",tender-documents
GEM/2025/B/6392528,"[""GeM-Bidding-8021045.pdf_1753529539_587147418.pdf""]",tender-documents
GEM/2025/B/6394845,"[""GeM-Bidding-8023724_(2).pdf_1751357565_1462544951.pdf""]",tender-documents
GEM/2025/B/6399020,"[""GeM-Bidding-8028539.pdf_1751707899_1344090573.pdf""]",tender-documents
GEM/2025/B/6399194,"[""GeM-Bidding-8028760.pdf_1751449401_258650089.pdf""]",tender-documents
GEM/2025/B/6399249,"[""Finaldoc_6f092ad4-9d3c-4c41-8c981752233836420_pso_hr01.pdf_1752557850_749026142.pdf"", ""final_specifications_2025-06-30-17-25-26_d0cc4b1aa794ca091f5f4e69521ad181.pdf_1752557850_758153944.pdf"", ""1752233479.pdf_1752557850_885147811.pdf"", ""GeM-Bidding-8028824.pdf_1752557850_497481652.pdf""]",tender-documents
GEM/2025/B/6402251,"[""GAIL1.pdf_1752304500_468219055.pdf"", ""gail2.pdf_1752304500_1143517448.pdf""]",tender-documents
GEM/2025/B/6405367,"[""ATC_97faf65d-16bf-49a9-a0ab1751440399197_sitohalwara.pdf_1755936572_740267174.pdf"", ""atc_2025-07-01-16-30-54_487422ba3f37eceeee31525ec90cb35f.pdf_1755936572_43209928.pdf"", ""GeM-Bidding-8035651.pdf_1755936572_835938371.pdf""]",tender-documents
GEM/2025/B/6405655,"[""GeM-Bidding-8035979.pdf_1753098122_1858667217.pdf""]",tender-documents
GEM/2025/B/6406439,"[""175130724.pdf_1752825070_314660761.pdf""]",tender-documents
GEM/2025/B/6407053,"[""GeM-Bidding-8037546.pdf_1752065851_720144236.pdf""]",tender-documents
GEM/2025/B/6410147,"[""GeM-Bidding-8041032_(1).pdf_1751873790_1927698505.pdf""]",tender-documents
GEM/2025/B/6411591,"[""PESL2.pdf_1752227557_1264372304.pdf"", ""PESL.pdf_1752227557_9161186.pdf""]",tender-documents
GEM/2025/B/6412582,"[""GeM-Bidding-8043728.pdf_1753680736_2028265558.pdf""]",tender-documents
GEM/2025/B/6414501,"[""GeM-Bidding-8045886.pdf_1751974292_1147597326.pdf""]",tender-documents
GEM/2025/B/6417449,"[""GeM-Bidding-8049072_(1).pdf_1751867370_2130270538.pdf""]",tender-documents
GEM/2025/B/6418011,"[""GeM-Bidding-8049731_(1).pdf_1751974745_1525824788.pdf""]",tender-documents
GEM/2025/B/6419419,"[""GeM-Bidding-8051373_(1)_(1).pdf_1753252625_2126434054.pdf""]",tender-documents
GEM/2025/B/6419942,"[""GeM-Bidding-8051969.pdf_1754892101_1315903794.pdf""]",tender-documents
GEM/2025/B/6422912,"[""custom_bid_25ab-1063_2025-07-05-16-05-14_24adef83d12645ed9a6724727da1f5f1.pdf_1754294925_666450498.pdf"", ""GeM-Bidding-8055352.pdf_1754294925_68628890.pdf""]",tender-documents
GEM/2025/B/6429026,"[""GeM-Bidding-8062447_(1).pdf_1752058213_1351130100.pdf""]",tender-documents
GEM/2025/B/6429769,"[""GeM-Bidding-8063238_(1).pdf_1753859242_883690735.pdf""]",tender-documents
GEM/2025/B/6430494,"[""GeM-Bidding-8064016.pdf_1752217006_776830403.pdf""]",tender-documents
GEM/2025/B/6431293,"[""GeM-Bidding-8064896_(2).pdf_1754112969_1783191185.pdf""]",tender-documents
GEM/2025/B/6431443,"[""GeM-Bidding-8065072.pdf_1753274597_1631672720.pdf""]",tender-documents
GEM/2025/B/6437829,"[""GeM-Bidding-8072203.pdf_1753854387_338874637.pdf""]",tender-documents
GEM/2025/B/6439144,"[""GeM-Bidding-8073661_(2).pdf_1752566612_969905015.pdf""]",tender-documents
GEM/2025/B/6440894,"[""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901.pdf_1752659638_770266070.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4.pdf_1752659638_307069455.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743.pdf_1752659638_2076120901.pdf"", ""GeM-Bidding-8075650.pdf_1752659638_966112572.pdf""]",tender-documents
GEM/2025/B/6441105,"[""GeM-Bidding-8075889.pdf_1753170123_819206362.pdf""]",tender-documents
GEM/2025/B/6442619,"[""1752224272.pdf_1752556808_564315033.pdf"", ""1752224163.pdf_1752556808_546665512.pdf"", ""spec_for_hvac_item_20_2025-07-11-13-54-04_6946eb3deb55d7aad7cce327e90a1cd5.pdf_1752556808_766447038.pdf"", ""GeM-Bidding-8077601.pdf_1752556808_1742562720.pdf""]",tender-documents
GEM/2025/B/6442746,"[""GeM-Bidding-8077738.pdf_1753858990_1400658645.pdf""]",tender-documents
GEM/2025/B/6443395,"[""GeM-Bidding-8078450.pdf_1752485890_1945824727.pdf""]",tender-documents
GEM/2025/B/6443435,"[""GeM-Bidding-8078493_(4).pdf_1754379053_855765829.pdf""]",tender-documents
GEM/2025/B/6445865,"[""GeM-Bidding-8081236.pdf_1752577338_1439901986.pdf""]",tender-documents
GEM/2025/B/6448590,"[""GeM-Bidding-8084384_(1).pdf_1753164704_1948690288.pdf""]",tender-documents
GEM/2025/B/6450457,"[""GeM-Bidding-8086648.pdf_1753685111_711160794.pdf""]",tender-documents
GEM/2025/B/6450772,"[""Attachment_3af388e3-5868-44bb-ad1b1752496508004_60060253.docx_1754295682_2059434489.docx"", ""ts_updated_2025-07-14-16-04-44_cb2eb538dfb55cac9fd98f2f93ee0b8b.pdf_1754295682_791725433.pdf"", ""GeM-Bidding-8087004.pdf_1754295682_494929552.pdf""]",tender-documents
GEM/2025/B/6452642,"[""TDDOCS_08cfb5dc-1295-490c-9dd91752663412277_APCPL_PURCHASE.pdf_1753441100_250929030.pdf"", ""ts_2025-07-15-10-05-32_f6c803114b6ab27bf53d752d3a3cd91e.pdf_1753441100_552878543.pdf"", ""GeM-Bidding-8089224.pdf_1753441100_1747286849.pdf""]",tender-documents
GEM/2025/B/6455677,"[""GeM-Bidding-8092629_(2).pdf_1752731461_1030497234.pdf""]",tender-documents
GEM/2025/B/6457165,"[""GeM-Bidding-8094293_(1).pdf_1754562726_1877374065.pdf""]",tender-documents
GEM/2025/B/6461178,"[""GeM-Bidding-8098789.pdf_1754468840_962131815.pdf""]",tender-documents
GEM/2025/B/6461238,"[""GeM-Bidding-8098854_(1).pdf_1753165064_2009679197.pdf""]",tender-documents
GEM/2025/B/6461967,"[""IOCL.pdf_1752824805_1685316481.pdf""]",tender-documents
GEM/2025/B/6464149,"[""GeM-Bidding-8102135.pdf_1753697434_1746630215.pdf""]",tender-documents
GEM/2025/B/6464475,"[""GeM-Bidding-8102491.pdf_1753163713_507190167.pdf""]",tender-documents
GEM/2025/B/6466905,"[""list-of-categories-where-trials-are-allowed_1712126171_(2).pdf_1753349810_1397049745.pdf"", ""GeM-Bidding-8105223.pdf_1753349810_1113253218.pdf""]",tender-documents
GEM/2025/B/6468858,"[""1_2025-07-18-12-34-03_a47f90ee9e645dc02916d8ac6e814953.pdf_1753434807_2047937543.pdf"", ""GeM-Bidding-8107447.pdf_1753434807_361379499.pdf""]",tender-documents
GEM/2025/B/6468944,"[""GeM-Bidding-8107543.pdf_1753164264_301567379.pdf""]",tender-documents
GEM/2025/B/6471193,"[""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901_(4).pdf_1756550764_6764880.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(5).pdf_1756550764_115363164.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(5).pdf_1756550764_1620149419.pdf"", ""GeM-Bidding-8110058.pdf_1756550764_1884707456.pdf""]",tender-documents
GEM/2025/B/6471428,"[""list-of-categories-where-trials-are-allowed_1712126171_(3).pdf_1753354732_714939487.pdf"", ""OM_energy_ElecAppl.pdf_1753354732_1796696991.pdf"", ""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901_(1).pdf_1753354732_1913414452.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(1).pdf_1753354732_769038357.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(1).pdf_1753354732_2023084054.pdf"", ""GeM-Bidding-8110333.pdf_1753354732_639928026.pdf""]",tender-documents
GEM/2025/B/6475995,"[""GeM-Bidding-8115613.pdf_1753163944_1871580763.pdf""]",tender-documents
GEM/2025/B/6477632,"[""technical_ductable_ac_2025-07-21-13-18-12_59ad7e12fb5d40a7cb298e1212950399.pdf_1753443646_1619543337.pdf"", ""GeM-Bidding-8117540.pdf_1753443646_1659245643.pdf""]",tender-documents
GEM/2025/B/6477900,"[""GeM-Bidding-8117841_(1).pdf_1755858305_1320870113.pdf""]",tender-documents
GEM/2025/B/6479027,"[""technical_specifications_2025-07-21-18-53-50_9c83b84ac59cee15cd82a24c9987f474.pdf_1753440286_1588107653.pdf"", ""GeM-Bidding-8119125.pdf_1753440286_263852811.pdf""]",tender-documents
GEM/2025/B/6479818,"[""Annex_DE_55623494-4ddb-4160-bad41753157224008_npknp.3.pdf_1753349162_604801328.pdf"", ""GeM-Bidding-8120027.pdf_1753349162_353189287.pdf""]",tender-documents
GEM/2025/B/6480335,"[""GeM-Bidding-8120617_(2).pdf_1754380588_35034602.pdf""]",tender-documents
GEM/2025/B/6480371,"[""ATC_35266cd5-15c6-4729-85221756201166298_oil.bep.buycon1.pdf_1756720722_1567814566.pdf"", ""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901_(5).pdf_1756720722_1619634173.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(6).pdf_1756720722_1993160556.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(6).pdf_1756720722_439492789.pdf"", ""GeM-Bidding-8120657.pdf_1756720722_2077329958.pdf""]",tender-documents
GEM/2025/B/6481540,"[""GeM-Bidding-8121960.pdf_1753529675_47247828.pdf""]",tender-documents
GEM/2025/B/6483639,"[""NMDC.pdf_1753334967_1814696577.pdf""]",tender-documents
GEM/2025/B/6483766,"[""GeM-Bidding-8124386.pdf_1753685477_90372344.pdf""]",tender-documents
GEM/2025/B/6484146,"[""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(2).pdf_1753361599_1744217406.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(2).pdf_1753361599_2067950864.pdf"", ""document-for-cms_2022-07-05-17-50-30_c3b90df06e58a7_2023-05-03-10-57-38_8eafdf9947a48d88b5d6b852b0c515cb_(1).pdf_1753361599_780706286.pdf"", ""GeM-Bidding-8124819.pdf_1753361599_1949027410.pdf""]",tender-documents
GEM/2025/B/6486080,"[""ATC_91af283c-9167-4ac8-b7951753255758097_buyerkolkata3.doc_1755941538_969639206.doc"", ""1754891677.pdf_1755941538_74755267.pdf"", ""1753255339.pdf_1755941538_628591769.pdf"", ""document-for-cms_2022-07-05-17-50-30_c3b90df06e58a7_2023-05-03-10-56-37_49a2c1176c5b2458563a0644b1fa7293.pdf_1755941538_1244033578.pdf"", ""GeM-Bidding-8126958.pdf_1755941538_1000249901.pdf""]",tender-documents
GEM/2025/B/6487797,"[""spec_2025-07-23-14-26-51_1b8e5e016a72f7bf412a2112e1bd40c6.pdf_1757160640_643666723.pdf"", ""GeM-Bidding-8128845.pdf_1757160640_1746352397.pdf""]",tender-documents
GEM/2025/B/6487983,"[""GeM-Bidding-8129050.pdf_1753529361_390217256.pdf""]",tender-documents
GEM/2025/B/6488346,"[""GeM-Bidding-8129455.pdf_1755674371_658516950.pdf""]",tender-documents
GEM/2025/B/6491268,"[""GeM-Bidding-8132776_(2).pdf_1753519248_1378685726.pdf""]",tender-documents
GEM/2025/B/6491414,"[""GeM-Bidding-8132939_(2).pdf_1754651239_1471618673.pdf""]",tender-documents
GEM/2025/B/6491604,"[""GeM-Bidding-8133147_(1).pdf_1753533035_558161383.pdf""]",tender-documents
GEM/2025/B/6491898,"[""1753350593.pdf_1753435811_817767419.pdf"", ""GeM-Bidding-8133478_(1).pdf_1753435811_841946303.pdf""]",tender-documents
GEM/2025/B/6492695,"[""document-for-cms_2022-07-05-17-50-30_c3b90df06e58a7_2023-05-03-10-57-38_8eafdf9947a48d88b5d6b852b0c515cb_(2).pdf_1754046568_1775619234.pdf"", ""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901_(2).pdf_1754046568_151352547.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(3).pdf_1754046568_1186985038.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(3).pdf_1754046568_2063778194.pdf"", ""GeM-Bidding-8134358.pdf_1754046568_1699703624.pdf""]",tender-documents
